ID,RaceID,Name,SessionDate,SessionTime,SortMode,Categories,CategoryString,ResultsProcessorVersion,SessionStartDateEpoc,startDateSess
7743827,129596,Race High Limit Series--B Feature 1-10:28PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--B Feature 1'}}",High Limit Series--B Feature 1,4,1681266820,2023-04-12
7743821,129596,Race High Limit Series--C Feature 1-09:55PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--C Feature 1'}}",High Limit Series--C Feature 1,4,1681265951,2023-04-12
7743759,129596,Race High Limit Series--Competitors-03:40PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Competitors'}}",High Limit Series--Competitors,4,1681253609,2023-04-11
7743822,129596,Race High Limit Series--Dash 1-10:21PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Dash 1'}}",High Limit Series--Dash 1,4,1681266344,2023-04-12
7743802,129596,Race High Limit Series--Heat 1-09:05PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 1'}}",High Limit Series--Heat 1,4,1681262266,2023-04-12
7743805,129596,Race High Limit Series--Heat 2-09:22PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 2'}}",High Limit Series--Heat 2,4,1681263131,2023-04-12
7743809,129596,Race High Limit Series--Heat 3-09:35PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 3'}}",High Limit Series--Heat 3,4,1681263924,2023-04-12
7743815,129596,Race High Limit Series--Heat 4-09:48PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 4'}}",High Limit Series--Heat 4,4,1681264301,2023-04-12
7743796,129596,Race High Limit Series--Non-Qualifer-08:34PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Non-Qualifer'}}",High Limit Series--Non-Qualifer,4,1681261405,2023-04-12
7743780,129596,Race High Limit Series--Qualifying 1-07:20PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Qualifying 1'}}",High Limit Series--Qualifying 1,4,1681255184,2023-04-11
7743789,129596,Race High Limit Series--Qualifying 2-08:18PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Qualifying 2'}}",High Limit Series--Qualifying 2,4,1681258724,2023-04-12
7758243,129604,Race High Limit Series--A Feature 1-09:53PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--A Feature 1'}}",High Limit Series--A Feature 1,4,1682477274,2023-04-26
7758240,129604,Race High Limit Series--B Feature 1-09:45PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--B Feature 1'}}",High Limit Series--B Feature 1,4,1682473696,2023-04-26
7758218,129604,Race High Limit Series--C Feature 1-09:06PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--C Feature 1'}}",High Limit Series--C Feature 1,4,1682472921,2023-04-26
7758152,129604,Race High Limit Series--Competitors-07:11PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Competitors'}}",High Limit Series--Competitors,4,1682462889,2023-04-25
7758221,129604,Race High Limit Series--Dash 1-09:39PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Dash 1'}}",High Limit Series--Dash 1,4,1682473370,2023-04-26
7758192,129604,Race High Limit Series--Heat 1-08:19PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 1'}}",High Limit Series--Heat 1,4,1682468940,2023-04-26
7758196,129604,Race High Limit Series--Heat 2-08:34PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 2'}}",High Limit Series--Heat 2,4,1682470183,2023-04-26
7758202,129604,Race High Limit Series--Heat 3-08:52PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 3'}}",High Limit Series--Heat 3,4,1682470551,2023-04-26
7758213,129604,Race High Limit Series--Heat 4-08:58PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 4'}}",High Limit Series--Heat 4,4,1682471011,2023-04-26
7758177,129604,Race High Limit Series--Non-Qualifier-07:47PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Non-Qualifier'}}",High Limit Series--Non-Qualifier,4,1682468167,2023-04-26
7758156,129604,Race High Limit Series--Qualifying 1-07:36PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Qualifying 1'}}",High Limit Series--Qualifying 1,4,1682465762,2023-04-25
7758166,129604,Race High Limit Series--Qualifying 2-07:47PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Qualifying 2'}}",High Limit Series--Qualifying 2,4,1682466475,2023-04-25
7782122,129915,Race DEMO-06:06PM,,,race,"{'1': {'ID': '1', 'Name': 'DEMO'}}",DEMO,4,1684188359,2023-05-15
7782313,129915,Race High Limit Series--A Feature-08:44PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--A Feature'}}",High Limit Series--A Feature,4,1684285667,2023-05-17
7782302,129915,Race High Limit Series--B Feature-08:44PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--B Feature'}}",High Limit Series--B Feature,4,1684283960,2023-05-17
7782289,129915,Race High Limit Series--C Feature-07:36PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--C Feature'}}",High Limit Series--C Feature,4,1684282697,2023-05-17
7782226,129915,Race High Limit Series--Competitors-06:06PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Competitors'}}",High Limit Series--Competitors,4,1684272524,2023-05-16
7782292,129915,Race High Limit Series--Dash-08:27PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Dash'}}",High Limit Series--Dash,4,1684283576,2023-05-17
7782256,129915,Race High Limit Series--Heat 1-06:41PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 1'}}",High Limit Series--Heat 1,4,1684278594,2023-05-16
7782259,129915,Race High Limit Series--Heat 2-07:13PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 2'}}",High Limit Series--Heat 2,4,1684279110,2023-05-16
7782260,129915,Race High Limit Series--Heat 3-07:21PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 3'}}",High Limit Series--Heat 3,4,1684279611,2023-05-16
7782280,129915,Race High Limit Series--Heat 4-07:29PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 4'}}",High Limit Series--Heat 4,4,1684280053,2023-05-16
7782229,129915,Race High Limit Series--Hot Laps-05:49PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Hot Laps'}}",High Limit Series--Hot Laps,4,1684273773,2023-05-16
7782233,129915,Race High Limit Series--Hot Laps,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Hot Laps'}}",High Limit Series--Hot Laps,4,1684275054,2023-05-16
7782238,129915,Race High Limit Series--Hot Laps-06:27PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Hot Laps'}}",High Limit Series--Hot Laps,4,1684276039,2023-05-16
7782251,129915,Race High Limit Series--Qualifying B-06:41PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Qualifying B'}}",High Limit Series--Qualifying B,4,1684276892,2023-05-16
7800966,129916,Race High Limit Series--A Feature-09:41PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--A Feature'}}",High Limit Series--A Feature,4,1685586004,2023-06-01
7800950,129916,Race High Limit Series--B Feature-09:33PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--B Feature'}}",High Limit Series--B Feature,4,1685583392,2023-06-01
7800834,129916,Race High Limit Series--Competitors-07:35PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Competitors'}}",High Limit Series--Competitors,4,1685576121,2023-05-31
7800851,129916,Race High Limit Series--Competitors-07:35PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Competitors'}}",High Limit Series--Competitors,4,1685576356,2023-05-31
7800929,129916,Race High Limit Series--Dash-08:56PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Dash'}}",High Limit Series--Dash,4,1685582958,2023-06-01
7800888,129916,Race High Limit Series--Heat 1-07:55PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 1'}}",High Limit Series--Heat 1,4,1685579048,2023-06-01
7800899,129916,Race High Limit Series--Heat 2-08:28PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 2'}}",High Limit Series--Heat 2,4,1685579691,2023-06-01
7800908,129916,Race High Limit Series--Heat 3-08:37PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 3'}}",High Limit Series--Heat 3,4,1685580191,2023-06-01
7800927,129916,Race High Limit Series--Heat 4-08:45PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 4'}}",High Limit Series--Heat 4,4,1685580828,2023-06-01
7800878,129916,Race High Limit Series--Qualifying-07:35PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Qualifying'}}",High Limit Series--Qualifying,4,1685577164,2023-05-31
7810818,129918,Race High Limit Series--A Feature-10:51PM,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series--A Feature'}}",High Limit Series--A Feature,4,1686103870,2023-06-07
7810810,129918,Race High Limit Series--B Feature-09:44PM,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series--B Feature'}}",High Limit Series--B Feature,4,1686102674,2023-06-07
7810736,129918,Race High Limit Series--Competitors-07:35PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Competitors'}}",High Limit Series--Competitors,4,1686094507,2023-06-06
7810757,129918,Race High Limit Series--Competitors,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series--Competitors'}}",High Limit Series--Competitors,4,1686095985,2023-06-06
7810804,129918,Race High Limit Series--Dash-09:21PM,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series--Dash'}}",High Limit Series--Dash,4,1686102132,2023-06-07
7810782,129918,Race High Limit Series--Heat 1-08:29PM,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 1'}}",High Limit Series--Heat 1,4,1686099290,2023-06-07
7810791,129918,Race High Limit Series--Heat 2-08:58PM,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 2'}}",High Limit Series--Heat 2,4,1686099753,2023-06-07
7810793,129918,Race High Limit Series--Heat 3-09:06PM,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 3'}}",High Limit Series--Heat 3,4,1686100369,2023-06-07
7810799,129918,Race High Limit Series--Heat 4-09:15PM,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 4'}}",High Limit Series--Heat 4,4,1686100792,2023-06-07
7810776,129918,Race High Limit Series--Qualifying B-08:29PM,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series--Qualifying B'}}",High Limit Series--Qualifying B,4,1686097779,2023-06-07
7872070,129919,Race DEMO-06:24PM,,,race,"{'1': {'ID': '1', 'Name': 'DEMO'}}",DEMO,4,1690410289,2023-07-26
7872239,129919,Race High Limit Series--A Feature 1-08:47PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--A Feature 1'}}",High Limit Series--A Feature 1,4,1690420159,2023-07-27
7872213,129919,Race High Limit Series--B Feature 1-08:41PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--B Feature 1'}}",High Limit Series--B Feature 1,4,1690418748,2023-07-27
7872090,129919,Race High Limit Series--Competitors-06:31PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Competitors'}}",High Limit Series--Competitors,4,1690410706,2023-07-26
7872202,129919,Race High Limit Series--Dash-08:33PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Dash'}}",High Limit Series--Dash,4,1690418282,2023-07-27
7872170,129919,Race High Limit Series--Heat 1-07:18PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 1'}}",High Limit Series--Heat 1,4,1690416132,2023-07-27
7872175,129919,Race High Limit Series--Heat 2-08:04PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 2'}}",High Limit Series--Heat 2,4,1690416502,2023-07-27
7872196,129919,Race High Limit Series--Heat 3-08:11PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 3'}}",High Limit Series--Heat 3,4,1690416899,2023-07-27
7872108,129919,Race High Limit Series--Hot Laps-06:54PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Hot Laps'}}",High Limit Series--Hot Laps,4,1690412069,2023-07-26
7872115,129919,Race High Limit Series--Qualifying-07:18PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Qualifying'}}",High Limit Series--Qualifying,4,1690413490,2023-07-26
7872163,129919,Race High Limit Series--Qualifying-07:18PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Qualifying'}}",High Limit Series--Qualifying,4,1690413832,2023-07-26
7879849,135300,Race High Limit Series--A Feature-08:24PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--A Feature'}}",High Limit Series--A Feature,4,1690937127,2023-08-02
7879831,135300,Race High Limit Series--B Feature-08:18PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--B Feature'}}",High Limit Series--B Feature,4,1690935657,2023-08-02
7879818,135300,Race High Limit Series--Dash-07:52PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Dash'}}",High Limit Series--Dash,4,1690935352,2023-08-02
7879709,135300,Race High Limit Series--Engine Heat,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Engine Heat'}}",High Limit Series--Engine Heat,4,1690926744,2023-08-01
7879779,135300,Race High Limit Series--Heat 1-06:40PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 1'}}",High Limit Series--Heat 1,4,1690932247,2023-08-01
7879785,135300,Race High Limit Series--Heat 2-07:26PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 2'}}",High Limit Series--Heat 2,4,1690933007,2023-08-01
7879792,135300,Race High Limit Series--Heat 3-07:39PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 3'}}",High Limit Series--Heat 3,4,1690933401,2023-08-01
7879809,135300,Race High Limit Series--Heat 4-07:45PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 4'}}",High Limit Series--Heat 4,4,1690933799,2023-08-01
7879737,135300,Race High Limit Series--Hot Laps-06:18PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Hot Laps'}}",High Limit Series--Hot Laps,4,1690928291,2023-08-01
7879765,135300,Race High Limit Series--Qualifying-06:40PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Qualifying'}}",High Limit Series--Qualifying,4,1690929654,2023-08-01
7896883,135305,Race High Limit Series--A Feature-10:08PM,,,,"{'1': {'ID': '1', 'Name': 'High Limit Series--A Feature'}}",High Limit Series--A Feature,4,1692153833,2023-08-16
7896875,135305,Race High Limit Series--B Feature-09:59PM,,,,"{'1': {'ID': '1', 'Name': 'High Limit Series--B Feature'}}",High Limit Series--B Feature,4,1692151517,2023-08-16
7896861,135305,Race High Limit Series--C Feature-09:21PM,,,,"{'1': {'ID': '1', 'Name': 'High Limit Series--C Feature'}}",High Limit Series--C Feature,4,1692150530,2023-08-16
7896863,135305,Race High Limit Series--Dash-09:51PM,,,,"{'1': {'ID': '1', 'Name': 'High Limit Series--Dash'}}",High Limit Series--Dash,4,1692150992,2023-08-16
7896836,135305,Race High Limit Series--Heat 1-08:27PM,,,,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 1'}}",High Limit Series--Heat 1,4,1692147254,2023-08-16
7896841,135305,Race High Limit Series--Heat 2-09:00PM,,,,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 2'}}",High Limit Series--Heat 2,4,1692147841,2023-08-16
7896845,135305,Race High Limit Series--Heat 3-09:07PM,,,,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 3'}}",High Limit Series--Heat 3,4,1692148284,2023-08-16
7896860,135305,Race High Limit Series--Heat 4-09:16PM,,,,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 4'}}",High Limit Series--Heat 4,4,1692148737,2023-08-16
7896825,135305,Race High Limit Series--Qualifying B-08:27PM,,,,"{'1': {'ID': '1', 'Name': 'High Limit Series--Qualifying B'}}",High Limit Series--Qualifying B,4,1692145695,2023-08-16
7896833,135305,Race High Limit Series--Qualifying B,,,,"{'1': {'ID': '1', 'Name': 'High Limit Series--Qualifying B'}}",High Limit Series--Qualifying B,4,1692146040,2023-08-16
7896846,136011,hot laps,,,race,"{'1': {'ID': '1', 'Name': 'Nordstroms Late Model Street Stocks'}}",Nordstroms Late Model Street Stocks,4,1692146422,2023-08-16
7896851,136011,Heat 1,,,race,"{'1': {'ID': '1', 'Name': 'Nordstroms Late Model Street Stocks'}}",Nordstroms Late Model Street Stocks,4,1692149084,2023-08-16
7896866,136011,Heat 2,,,race,"{'1': {'ID': '1', 'Name': 'Nordstroms Late Model Street Stocks'}}",Nordstroms Late Model Street Stocks,4,1692149551,2023-08-16
7896874,136011,A Feature,,,race,"{'1': {'ID': '1', 'Name': 'Nordstroms Late Model Street Stocks'}}",Nordstroms Late Model Street Stocks,4,1692152087,2023-08-16
7950356,137981,Race High Limit Series--A Feature 1-09:14PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--A Feature 1'}}",High Limit Series--A Feature 1,4,1695778724,2023-09-27
7950349,137981,Race High Limit Series--B Feature 1-09:07PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--B Feature 1'}}",High Limit Series--B Feature 1,4,1695777079,2023-09-27
7950340,137981,Race High Limit Series--C Feature 1-08:37PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--C Feature 1'}}",High Limit Series--C Feature 1,4,1695776282,2023-09-27
7950272,137981,Race High Limit Series--Competitors-05:59PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Competitors'}}",High Limit Series--Competitors,4,1695765566,2023-09-26
7950342,137981,Race High Limit Series--Dash 1-09:00PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Dash 1'}}",High Limit Series--Dash 1,4,1695776672,2023-09-27
7950322,137981,Race High Limit Series--Heat 1-08:04PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 1'}}",High Limit Series--Heat 1,4,1695773414,2023-09-27
7950323,137981,Race High Limit Series--Heat 2-08:12PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 2'}}",High Limit Series--Heat 2,4,1695773837,2023-09-27
7950327,137981,Race High Limit Series--Heat 3-08:19PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 3'}}",High Limit Series--Heat 3,4,1695774194,2023-09-27
7950336,137981,Race High Limit Series--Heat 4-08:37PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 4'}}",High Limit Series--Heat 4,4,1695774786,2023-09-27
7950283,137981,Race High Limit Series--Hot Laps-06:15PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Hot Laps'}}",High Limit Series--Hot Laps,4,1695766500,2023-09-26
7950318,137981,Race High Limit Series--Non-Qualifer-06:57PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Non-Qualifer'}}",High Limit Series--Non-Qualifer,4,1695772554,2023-09-26
7950293,137981,Race High Limit Series--Qualifying 1,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Qualifying 1'}}",High Limit Series--Qualifying 1,4,1695768869,2023-09-26
7950309,137981,Race High Limit Series--Qualifying 2-06:57PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Qualifying 2'}}",High Limit Series--Qualifying 2,4,1695770122,2023-09-26
7957799,137992,Race High Limit Series--A Feature 1-08:44PM,,,,"{'1': {'ID': '1', 'Name': 'High Limit Series--A Feature 1'}}",High Limit Series--A Feature 1,4,1696379899,2023-10-04
7957787,137992,Race High Limit Series--B Feature 1-08:01PM,,,,"{'1': {'ID': '1', 'Name': 'High Limit Series--B Feature 1'}}",High Limit Series--B Feature 1,4,1696377922,2023-10-04
7957782,137992,Race High Limit Series--Dash 1-07:27PM,,,,"{'1': {'ID': '1', 'Name': 'High Limit Series--Dash 1'}}",High Limit Series--Dash 1,4,1696377500,2023-10-03
7957755,137992,Race High Limit Series--Heat 1-06:23PM,,,,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 1'}}",High Limit Series--Heat 1,4,1696374183,2023-10-03
7957760,137992,Race High Limit Series--Heat 2-07:07PM,,,,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 2'}}",High Limit Series--Heat 2,4,1696374723,2023-10-03
7957763,137992,Race High Limit Series--Heat 3-07:14PM,,,,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 3'}}",High Limit Series--Heat 3,4,1696375141,2023-10-03
7957776,137992,Race High Limit Series--Heat 4-07:21PM,,,,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 4'}}",High Limit Series--Heat 4,4,1696375584,2023-10-03
7957742,137992,Race High Limit Series--Hot Laps-06:36PM,,,,"{'1': {'ID': '1', 'Name': 'High Limit Series--Hot Laps'}}",High Limit Series--Hot Laps,4,1696370271,2023-10-03
7957751,137992,Race High Limit Series--Qualifying 1-06:23PM,,,,"{'1': {'ID': '1', 'Name': 'High Limit Series--Qualifying 1'}}",High Limit Series--Qualifying 1,4,1696371823,2023-10-03
7964003,137993,Race ,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--A Feature 1'}}",High Limit Series--A Feature 1,4,1696985145,2023-10-11
7963997,137993,Race High Limit Series--B Feature 1-08:13PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--B Feature 1'}}",High Limit Series--B Feature 1,4,1696983684,2023-10-11
7963994,137993,Race High Limit Series--Dash 1-07:49PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Dash 1'}}",High Limit Series--Dash 1,4,1696983027,2023-10-11
7963970,137993,Race High Limit Series--Engine Heat-05:36PM,,,,"{'1': {'ID': '1', 'Name': 'High Limit Series--Engine Heat'}}",High Limit Series--Engine Heat,4,1696973786,2023-10-10
7963984,137993,,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 2'}}",High Limit Series--Heat 2,4,1696980951,2023-10-10
7963989,137993,Race High Limit Series--Heat 3-07:35PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 3'}}",High Limit Series--Heat 3,4,1696981137,2023-10-10
7963991,137993,Race High Limit Series--Heat 4-07:40PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Heat 4'}}",High Limit Series--Heat 4,4,1696981662,2023-10-10
7963972,137993,Race High Limit Series--Hot Laps-05:36PM,,,,"{'1': {'ID': '1', 'Name': 'High Limit Series--Hot Laps'}}",High Limit Series--Hot Laps,4,1696975942,2023-10-10
7963979,137993,Race High Limit Series--Qualifying 1-06:39PM,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series--Qualifying 1'}}",High Limit Series--Qualifying 1,4,1696977613,2023-10-10
7957769,138256,Warmups,,,race,"{'1': {'ID': '1', 'Name': 'Modifieds'}}",Modifieds,4,1696373008,2023-10-03
7957772,138256,Heat 1,,,race,"{'1': {'ID': '1', 'Name': 'Modifieds'}}",Modifieds,4,1696376658,2023-10-03
7957773,138256,Heat 2,,,race,"{'1': {'ID': '1', 'Name': 'Modifieds'}}",Modifieds,4,1696376949,2023-10-03
7957801,138256,Heat 3,,,race,"{'1': {'ID': '1', 'Name': 'Modifieds'}}",Modifieds,4,1696377193,2023-10-03
7957805,138256,A Main Feature,,,race,"{'1': {'ID': '1', 'Name': 'Modifieds'}, '2': {'ID': '2', 'Name': ''}}",Modifieds,4,1696382122,2023-10-04
8017803,140428,Test,,,race,"{'1': {'ID': '1', 'Name': ''}}",,4,1707763872,2024-02-12
8017839,140428,Test,,,race,"{'1': {'ID': '1', 'Name': ''}}",,4,1707763925,2024-02-12
8017846,140428,Motor Heat,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707777033,2024-02-12
8017870,140428,Hot Laps A,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707778596,2024-02-12
8017873,140428,Qualifying A,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707780320,2024-02-12
8017880,140428,Hot Laps B,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707781414,2024-02-12
8017885,140428,Qualifying B,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707782372,2024-02-12
8017891,140428,Non-Qualifier,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707784355,2024-02-13
8017894,140428,Heat 1,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707784958,2024-02-13
8017895,140428,Heat 2,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707785401,2024-02-13
8017896,140428,Heat 3,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707785756,2024-02-13
8017909,140428,Heat 4,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707786199,2024-02-13
8017957,140439,Hot Laps For Completion of Monday's Program,,,qualifying,"{'1': {'ID': '1', 'Name': ''}, '2': {'ID': '2', 'Name': 'High Limit Series'}}",High Limit Series,4,1707858639,2024-02-13
8017958,140439,C Feature,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707860036,2024-02-13
8017960,140439,Dash,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707860572,2024-02-13
8017963,140439,B Feature,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707860945,2024-02-13
8017971,140439,A Feature,,,race,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707863092,2024-02-13
8017973,140439,Hot Laps A,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707868887,2024-02-14
8017975,140439,Qualifying A,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707869870,2024-02-14
8017976,140439,Hot Laps B,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707870651,2024-02-14
8017977,140439,Top 4 Hot Laps,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707871462,2024-02-14
8017983,140439,Qualifying B,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707871660,2024-02-14
8017985,140439,Non-Qualifier,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707873782,2024-02-14
8017986,140439,Heat 1,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707874310,2024-02-14
8017988,140439,Heat 2,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707874755,2024-02-14
8017989,140439,Heat 3,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707875064,2024-02-14
8017991,140439,Heat 4,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707875509,2024-02-14
8017992,140439,Heat 4,,,qualifying,"{'1': {'ID': '1', 'Name': 'High Limit Series'}}",High Limit Series,4,1707876036,2024-02-14
